ID,DatabaseCode,Country,Lineage,Population,Is.replicated
3757,XO2022-1220656,Vietnam,Lineage_02,Axoo_06,NO
3758,XO2022-1220657,Vietnam,Lineage_02,Axoo_06,NO
3759,XO2022-1220658,Vietnam,Lineage_02,Axoo_06,NO
3760,XO2022-1220659,Vietnam,Lineage_02,Axoo_06,NO
3761,XO2022-1220660,Vietnam,Lineage_02,Axoo_06,NO
3762,XO2022-1220661,Vietnam,Lineage_02,Axoo_06,NO
3763,XO2022-1220662,Vietnam,Lineage_02,Axoo_06,NO
3764,XO2022-1220663,Vietnam,Lineage_02,Axoo_06,NO
3765,XO2022-1220665,Vietnam,Lineage_02,Axoo_06,NO
3766,XO2022-1220666,Vietnam,Lineage_02,Axoo_06,NO
3767,XO2022-1220667,Vietnam,Lineage_02,Axoo_06,NO
3768,XO2022-1220668,Vietnam,Lineage_02,Axoo_06,NO
3769,XO2022-1220669,Vietnam,Lineage_02,Axoo_06,NO
3770,XO2022-1220670,Vietnam,Lineage_02,Axoo_06,NO
3771,XO2022-1220671,Vietnam,Lineage_02,Axoo_06,NO
3772,XO2022-1220673,Indonesia,Lineage_03,Axoo_12,NO
3773,XO2022-1220674,Indonesia,Lineage_03,Axoo_12,NO
3774,XO2022-1220675,Indonesia,Lineage_03,Axoo_12,NO
3775,XO2022-1220676,Indonesia,Lineage_03,Axoo_12,NO
3776,XO2022-1220677,Indonesia,Lineage_03,Axoo_12,NO
3777,XO2022-1220678,Indonesia,Lineage_03,Axoo_12,NO
3778,XO2022-1220679,Indonesia,Lineage_03,Axoo_12,NO
3779,XO2022-1220680,Indonesia,Lineage_03,Axoo_12,NO
3780,XO2022-1220681,Indonesia,Lineage_03,Axoo_12,NO
3781,XO2022-1220682,Indonesia,Lineage_03,Axoo_12,NO
3782,XO2022-1220683,Indonesia,Lineage_01,Unresolved,NO
3783,XO2022-1220684,Indonesia,Lineage_02,Axoo_06,NO
3784,XO2022-1220685,Indonesia,Lineage_02,Axoo_06,NO
3785,XO2022-1220686,Indonesia,Lineage_03,Axoo_12,NO
3786,XO2022-1220687,Indonesia,Lineage_03,Axoo_12,NO
3787,XO2022-1220688,Indonesia,Lineage_02,Axoo_06,NO
3788,XO2022-1220689,Indonesia,Lineage_02,Axoo_06,NO
3789,XO2022-1220690,Indonesia,Lineage_02,Axoo_06,NO
3790,XO2022-1220691,Indonesia,Lineage_02,Axoo_06,NO
3791,XO2022-1220692,Indonesia,Lineage_02,Axoo_06,NO
3792,XO2022-1220693,Indonesia,Lineage_02,Axoo_06,NO
3793,XO2022-1220694,Indonesia,Lineage_02,Axoo_06,NO
3794,XO2022-1220695,Indonesia,Lineage_03,Axoo_12,NO
3795,XO2022-1220696,Indonesia,NA,NA,NO
3796,XO2022-1220697,Indonesia,Lineage_01,Unresolved,YES
3797,XO2022-1220697,Indonesia,Lineage_03,Unresolved,YES
3798,XO2022-1220698,Indonesia,Lineage_02,Axoo_06,YES
3799,XO2022-1220698,Indonesia,Lineage_03,Axoo_12,YES
3800,XO2022-1220699,Indonesia,Lineage_02,Axoo_06,NO
3801,XO2022-1220700,Indonesia,Lineage_02,Axoo_06,NO
3802,XO2022-1220701,Indonesia,Lineage_02,Axoo_06,NO
3803,XO2022-1220702,Indonesia,NA,NA,NO
3804,XO2022-1220703,Indonesia,Lineage_03,Axoo_12,NO
3805,XO2022-1220704,Indonesia,Lineage_02,Axoo_06,NO
3806,XO2022-1220705,Indonesia,Lineage_02,Axoo_06,NO
3807,XO2022-1220706,Indonesia,Lineage_02,Axoo_06,NO
3808,XO2022-1220707,Indonesia,Lineage_02,Axoo_06,NO
3809,XO2022-1220708,Indonesia,Lineage_02,Axoo_06,NO
3810,XO2022-1220709,Indonesia,Lineage_02,Axoo_06,NO
3811,XO2022-1220710,Indonesia,Lineage_02,Axoo_06,NO
3812,XO2022-1220711,Indonesia,Lineage_02,Axoo_06,NO
3813,XO2022-1220712,Indonesia,Lineage_02,Axoo_06,NO
3814,XO2022-1220713,Indonesia,Lineage_03,Axoo_12,NO
3815,XO2022-1220714,Indonesia,Lineage_03,Axoo_12,NO
3816,XO2022-1220715,Indonesia,Lineage_02,Axoo_06,NO
3817,XO2022-1220716,Indonesia,Lineage_03,Axoo_12,NO
3818,XO2022-1220717,Indonesia,Lineage_02,Axoo_06,NO
3819,XO2022-1220718,Indonesia,Lineage_02,Axoo_06,NO
3820,XO2022-1220719,Indonesia,Lineage_02,Axoo_06,NO
3821,XO2022-1220720,Indonesia,Lineage_02,Axoo_06,NO
3822,XO2022-1220721,Indonesia,Lineage_02,Axoo_06,NO
3823,XO2022-1220722,Indonesia,Lineage_02,Axoo_06,NO
3824,XO2022-1220723,Indonesia,Lineage_03,Axoo_12,NO
3825,XO2022-1220724,Indonesia,Lineage_02,Axoo_06,NO
3826,XO2022-1220725,Indonesia,Lineage_01,Unresolved,YES
3827,XO2022-1220725,Indonesia,Lineage_03,Unresolved,YES
3828,XO2022-1220726,Indonesia,Lineage_02,Axoo_06,NO
3829,XO2022-1220727,Indonesia,Lineage_02,Axoo_06,NO
3830,XO2022-1220728,Indonesia,Lineage_02,Axoo_06,NO
3831,XO2022-1220729,Indonesia,Lineage_01,Unresolved,YES
3832,XO2022-1220729,Indonesia,Lineage_03,Unresolved,YES
3833,XO2022-1220730,Indonesia,Lineage_02,Axoo_06,NO
3834,XO2022-1220731,Indonesia,Lineage_01,Unresolved,YES
3835,XO2022-1220731,Indonesia,Lineage_03,Unresolved,YES
3836,XO2022-1220732,Indonesia,NA,NA,NO
3837,XO2022-1220733,Indonesia,Lineage_01,Unresolved,YES
3838,XO2022-1220733,Indonesia,Lineage_03,Unresolved,YES
3839,XO2022-1220734,Indonesia,Lineage_01,Unresolved,YES
3840,XO2022-1220734,Indonesia,Lineage_03,Unresolved,YES
3841,XO2022-1220735,Indonesia,Lineage_03,Axoo_12,NO
3842,XO2022-1220736,Indonesia,Lineage_01,Unresolved,YES
3843,XO2022-1220736,Indonesia,Lineage_03,Unresolved,YES
3844,XO2022-1220737,Indonesia,Lineage_03,Axoo_12,NO
3845,XO2022-1220738,Indonesia,Lineage_01,Unresolved,YES
3846,XO2022-1220738,Indonesia,Lineage_03,Unresolved,YES
3847,XO2022-1220739,Indonesia,Lineage_01,Axoo_01,NO
3848,XO2022-1220740,Indonesia,Lineage_03,Axoo_12,NO
3849,XO2022-1220741,Indonesia,Lineage_01,Unresolved,YES
3850,XO2022-1220741,Indonesia,Lineage_02,Unresolved,YES
3851,XO2022-1220742,Indonesia,Lineage_03,Axoo_12,NO
3852,XO2022-1220743,Indonesia,Lineage_01,Unresolved,YES
3853,XO2022-1220743,Indonesia,Lineage_02,Unresolved,YES
3854,XO2022-1220744,Indonesia,Lineage_01,Unresolved,YES
3855,XO2022-1220744,Indonesia,Lineage_02,Unresolved,YES
3856,XO2022-1220745,Indonesia,Lineage_01,Unresolved,YES
3857,XO2022-1220745,Indonesia,Lineage_02,Unresolved,YES
3858,XO2022-1220746,Indonesia,Lineage_03,Axoo_12,NO
3859,XO2022-1220747,Indonesia,Lineage_01,Unresolved,YES
3860,XO2022-1220747,Indonesia,Lineage_02,Unresolved,YES
3861,XO2022-1220747,Indonesia,Lineage_03,Unresolved,YES
3862,XO2022-1220748,Indonesia,Lineage_01,Unresolved,YES
3863,XO2022-1220748,Indonesia,Lineage_02,Unresolved,YES
3864,XO2022-1220749,Indonesia,Lineage_03,Axoo_12,NO
3865,XO2022-1220750,Indonesia,Lineage_01,Unresolved,YES
3866,XO2022-1220750,Indonesia,Lineage_02,Unresolved,YES
3867,XO2022-1220751,Indonesia,Lineage_01,Unresolved,YES
3868,XO2022-1220751,Indonesia,Lineage_02,Unresolved,YES
3869,XO2022-1220752,Indonesia,Lineage_01,Unresolved,YES
3870,XO2022-1220752,Indonesia,Lineage_02,Unresolved,YES
3871,XO2022-1220753,Indonesia,Lineage_03,Axoo_12,NO
3872,XO2022-1220754,Indonesia,Lineage_03,Axoo_12,NO
3873,XO2022-1220755,Indonesia,Lineage_01,Unresolved,YES
3874,XO2022-1220755,Indonesia,Lineage_02,Unresolved,YES
3875,XO2022-1220756,Indonesia,Lineage_01,Unresolved,YES
3876,XO2022-1220756,Indonesia,Lineage_02,Unresolved,YES
3877,XO2022-1220757,Indonesia,Lineage_01,Unresolved,YES
3878,XO2022-1220757,Indonesia,Lineage_02,Unresolved,YES
3879,XO2022-1220758,Indonesia,Lineage_01,Unresolved,YES
3880,XO2022-1220758,Indonesia,Lineage_02,Unresolved,YES
3881,XO2022-1220759,Indonesia,Lineage_01,Unresolved,YES
3882,XO2022-1220759,Indonesia,Lineage_02,Unresolved,YES
3883,XO2022-1220761,Indonesia,Lineage_01,Unresolved,YES
3884,XO2022-1220761,Indonesia,Lineage_02,Unresolved,YES
3885,XO2022-1220762,Indonesia,Lineage_01,Unresolved,YES
3886,XO2022-1220762,Indonesia,Lineage_02,Unresolved,YES
3887,XO2022-1220763,Indonesia,Lineage_01,Unresolved,YES
3888,XO2022-1220763,Indonesia,Lineage_02,Unresolved,YES
3889,XO2022-1220764,Indonesia,Lineage_01,Unresolved,YES
3890,XO2022-1220764,Indonesia,Lineage_02,Unresolved,YES
3891,XO2022-1220765,Indonesia,Lineage_01,Unresolved,YES
3892,XO2022-1220765,Indonesia,Lineage_02,Unresolved,YES
3893,XO2022-1220766,Indonesia,Lineage_02,Axoo_06,NO
3894,XO2022-1220767,Indonesia,Lineage_01,Unresolved,YES
3895,XO2022-1220767,Indonesia,Lineage_02,Unresolved,YES
3896,XO2022-1220769,Indonesia,Lineage_01,Unresolved,YES
3897,XO2022-1220769,Indonesia,Lineage_02,Unresolved,YES
3898,XO2022-1220770,Indonesia,Lineage_03,Axoo_12,NO
3899,XO2022-1220771,Indonesia,Lineage_03,Axoo_12,NO
3900,XO2022-1220772,Indonesia,Lineage_01,Unresolved,YES
3901,XO2022-1220772,Indonesia,Lineage_02,Unresolved,YES
3902,XO2022-1220773,Indonesia,Lineage_03,Axoo_12,NO
3903,XO2022-1220774,Indonesia,Lineage_03,Axoo_12,NO
3904,XO2022-1220775,Indonesia,Lineage_03,Axoo_12,NO
3905,XO2022-1220776,Indonesia,Lineage_01,Unresolved,YES
3906,XO2022-1220776,Indonesia,Lineage_02,Unresolved,YES
3907,XO2022-1220776,Indonesia,Lineage_03,Unresolved,YES
3908,XO2022-1220777,Indonesia,Lineage_03,Axoo_12,NO
3909,XO2022-1220778,Indonesia,Lineage_03,Axoo_12,NO
3910,XO2022-1220779,Indonesia,Lineage_02,Axoo_06,NO
3911,XO2022-1220780,Indonesia,Lineage_01,Unresolved,YES
3912,XO2022-1220780,Indonesia,Lineage_03,Unresolved,YES
3913,XO2022-1220781,Indonesia,Lineage_02,Axoo_06,NO
3914,XO2022-1220782,Indonesia,Lineage_02,Axoo_06,NO
3915,XO2022-1220783,Indonesia,Lineage_02,Axoo_06,NO
3916,XO2022-1220784,Indonesia,Lineage_02,Axoo_06,NO
3917,XO2022-1220785,Indonesia,Lineage_02,Axoo_06,NO
3918,XO2022-1220786,Indonesia,Lineage_03,Axoo_12,NO
3919,XO2022-1220787,Indonesia,Lineage_02,Axoo_06,NO
3920,XO2022-1220788,Indonesia,Lineage_02,Axoo_06,NO
3921,XO2022-1220789,Indonesia,Lineage_02,Axoo_06,NO
3922,XO2022-1220790,Indonesia,Lineage_02,Axoo_06,NO
3923,XO2022-1220791,Indonesia,Lineage_02,Axoo_06,NO
3924,XO2022-1220792,Indonesia,Lineage_02,Axoo_06,NO
3925,XO2022-1220793,Indonesia,Lineage_02,Axoo_06,NO
3926,XO2022-1220794,Indonesia,Lineage_02,Axoo_06,NO
3927,XO2022-1220795,Indonesia,Lineage_02,Axoo_06,NO
3928,XO2022-1220796,Indonesia,Lineage_02,Axoo_06,NO
3929,XO2022-1220797,Indonesia,Lineage_02,Axoo_06,NO
3930,XO2022-1220798,Indonesia,Lineage_02,Axoo_06,NO
3931,XO2022-1220799,Indonesia,Lineage_01,Unresolved,YES
3932,XO2022-1220799,Indonesia,Lineage_02,Unresolved,YES
3933,XO2022-1220800,Indonesia,Lineage_02,Axoo_06,NO
3934,XO2022-1220801,Indonesia,Lineage_02,Axoo_06,NO
3935,XO2022-1220802,Indonesia,Lineage_02,Axoo_06,NO
3936,XO2022-1220803,Indonesia,Lineage_02,Axoo_06,YES
3937,XO2022-1220803,Indonesia,Lineage_02,Axoo_09,YES
3938,XO2022-1220804,Indonesia,Lineage_02,Axoo_06,NO
3939,XO2022-1220805,Indonesia,Lineage_03,Axoo_12,NO
3940,XO2022-1220806,Indonesia,Lineage_02,Axoo_06,NO
3941,XO2022-1220807,Indonesia,Lineage_02,Axoo_06,NO
3942,XO2022-1220808,Indonesia,Lineage_02,Axoo_06,NO
3943,XO2022-1220809,Indonesia,Lineage_02,Axoo_06,NO
3944,XO2022-1220810,Indonesia,Lineage_02,Axoo_06,NO
3945,XO2022-1220811,Indonesia,Lineage_02,Axoo_06,YES
3946,XO2022-1220811,Indonesia,Lineage_02,Axoo_09,YES
3947,XO2022-1220812,Indonesia,Lineage_02,Axoo_06,YES
3948,XO2022-1220812,Indonesia,Lineage_02,Axoo_09,YES
3949,XO2022-1220813,Indonesia,Lineage_02,Axoo_06,NO
3950,XO2022-1220814,Indonesia,Lineage_02,Axoo_06,NO
3951,XO2022-1220815,Indonesia,Lineage_02,Axoo_06,NO
3952,XO2022-1220816,Indonesia,Lineage_02,Axoo_06,YES
3953,XO2022-1220816,Indonesia,Lineage_02,Axoo_09,YES
3954,XO2022-1220817,Indonesia,Lineage_02,Axoo_06,NO
3955,XO2022-1220818,Indonesia,Lineage_02,Axoo_06,NO
3956,XO2022-1220819,Indonesia,Lineage_02,Axoo_06,NO
3957,XO2022-1220820,Indonesia,Lineage_02,Axoo_06,NO
3958,XO2022-1220821,Indonesia,Lineage_02,Axoo_06,NO
3959,XO2022-1220822,Indonesia,Lineage_02,Axoo_06,NO
3960,XO2022-1220823,Indonesia,Lineage_02,Axoo_06,NO
3961,XO2022-1220824,Indonesia,Lineage_02,Axoo_06,NO
3962,XO2022-1220825,Indonesia,Lineage_02,Axoo_06,NO
3963,XO2022-1220826,Indonesia,Lineage_02,Axoo_06,NO
3964,XO2022-1220827,Indonesia,Lineage_02,Axoo_06,NO
3965,XO2022-1220828,Indonesia,Lineage_01,Axoo_01,YES
3966,XO2022-1220828,Indonesia,Lineage_02,Axoo_06,YES
3967,XO2022-1220829,Indonesia,Lineage_02,Axoo_06,NO
3968,XO2022-1220830,Indonesia,Lineage_01,Unresolved,YES
3969,XO2022-1220830,Indonesia,Lineage_03,Unresolved,YES
3970,XO2022-1220831,Indonesia,Lineage_02,Axoo_06,NO
3971,XO2022-1220832,Indonesia,Lineage_01,Unresolved,NO
3972,XO2022-1220833,Indonesia,Lineage_02,Axoo_06,NO
3973,XO2022-1220834,Indonesia,Lineage_02,Axoo_06,NO
3974,XO2022-1220835,Indonesia,Lineage_02,Axoo_06,NO
3975,XO2022-1220836,Indonesia,Lineage_02,Axoo_06,NO
3976,XO2022-1220837,Indonesia,Lineage_02,Axoo_06,NO
3977,XO2022-1220838,Indonesia,Lineage_02,Axoo_06,NO
3978,XO2022-1220839,Indonesia,Lineage_02,Axoo_06,NO
3979,XO2022-1220840,Indonesia,Lineage_02,Axoo_06,NO
3980,XO2022-1220841,Indonesia,Lineage_02,Axoo_06,NO
3981,XO2022-1220842,Indonesia,Lineage_02,Axoo_06,NO
3982,XO2022-1220843,Indonesia,Lineage_02,Axoo_06,NO
3983,XO2022-1220844,Indonesia,Lineage_02,Axoo_06,YES
3984,XO2022-1220844,Indonesia,Lineage_02,Axoo_09,YES
3985,XO2022-1220845,Indonesia,Lineage_02,Axoo_06,NO
3986,XO2022-1220846,Indonesia,Lineage_02,Axoo_06,NO
3987,XO2022-1220847,Indonesia,Lineage_02,Axoo_06,YES
3988,XO2022-1220847,Indonesia,Lineage_02,Axoo_09,YES
3989,XO2022-1220848,Indonesia,Lineage_02,Axoo_06,NO
3990,XO2022-1220849,Indonesia,Lineage_02,Axoo_06,NO
3991,XO2022-1220850,Indonesia,Lineage_02,Axoo_06,NO
3992,XO2022-1220851,Indonesia,Lineage_02,Axoo_06,NO
3993,XO2022-1220852,Indonesia,Lineage_02,Axoo_06,NO
3994,XO2022-1220853,Indonesia,Lineage_02,Axoo_06,NO
3995,XO2022-1220854,Indonesia,Lineage_02,Axoo_06,NO
3996,XO2022-1220855,Indonesia,Lineage_02,Axoo_06,NO
3997,XO2022-1220857,Indonesia,Lineage_02,Axoo_06,NO
3998,XO2022-1220858,Indonesia,Lineage_02,Axoo_06,NO
3999,XO2022-1220859,Indonesia,Lineage_02,Axoo_06,NO
4000,XO2022-1220860,Indonesia,Lineage_02,Axoo_06,NO
4001,XO2022-1220861,Indonesia,Lineage_02,Axoo_06,NO
4002,XO2022-1220862,Indonesia,Lineage_02,Axoo_06,NO
4003,XO2022-1220863,Indonesia,Lineage_02,Axoo_06,NO
4004,XO2022-1220865,Vietnam,Lineage_03,Axoo_12,NO
4005,XO2022-1220866,Vietnam,Lineage_03,Axoo_12,NO
4006,XO2022-1220867,Vietnam,Lineage_03,Axoo_12,NO
4007,XO2022-1220868,Vietnam,Lineage_03,Axoo_12,NO
4008,XO2022-1220869,Vietnam,Lineage_03,Axoo_12,NO
4009,XO2022-1220870,Vietnam,Lineage_03,Axoo_12,NO
4010,XO2022-1220871,Vietnam,Lineage_03,Axoo_12,NO
4011,XO2022-1220872,Vietnam,Lineage_03,Axoo_12,NO
4012,XO2022-1220873,Vietnam,Lineage_03,Axoo_12,NO
4013,XO2022-1220874,Vietnam,Lineage_01,Unresolved,YES
4014,XO2022-1220874,Vietnam,Lineage_03,Unresolved,YES
4015,XO2022-1220875,Vietnam,Lineage_03,Axoo_12,NO
4016,XO2022-1220876,Vietnam,Lineage_03,Axoo_12,NO
4017,XO2022-1220877,Vietnam,Lineage_03,Axoo_12,NO
4018,XO2022-1220878,Vietnam,Lineage_03,Axoo_12,NO
4019,XO2022-1220879,Vietnam,Lineage_03,Axoo_12,NO
4020,XO2022-1220880,Vietnam,Lineage_03,Axoo_12,NO
4021,XO2022-1220881,Vietnam,Lineage_03,Axoo_12,NO
4022,XO2022-1220882,Vietnam,Lineage_03,Axoo_12,NO
4023,XO2022-1220883,Vietnam,Lineage_03,Axoo_12,NO
4024,XO2022-1220884,Vietnam,Lineage_03,Axoo_12,NO
4025,XO2022-1220885,Vietnam,Lineage_03,Axoo_12,NO
4026,XO2022-1220886,Vietnam,Lineage_03,Axoo_12,NO
4027,XO2022-1220887,Vietnam,Lineage_03,Axoo_12,NO
4028,XO2022-1220888,Vietnam,Lineage_03,Axoo_10,NO
4029,XO2022-1220889,Vietnam,Lineage_03,Axoo_12,NO
4030,XO2022-1220890,Vietnam,Lineage_03,Axoo_12,NO
4031,XO2022-1220891,Vietnam,Lineage_03,Axoo_12,NO
4032,XO2022-1220892,Vietnam,Lineage_03,Axoo_12,NO
4033,XO2022-1220893,Vietnam,Lineage_03,Axoo_12,NO
4034,XO2022-1220894,Vietnam,Lineage_03,Axoo_12,NO
4035,XO2022-1220895,Vietnam,Lineage_03,Axoo_12,NO
4036,XO2022-1220896,Vietnam,Lineage_01,Unresolved,YES
4037,XO2022-1220896,Vietnam,Lineage_03,Unresolved,YES
4038,XO2022-1220897,Vietnam,Lineage_03,Axoo_12,NO
4039,XO2022-1220898,Vietnam,Lineage_02,Axoo_06,NO
4040,XO2022-1220899,Vietnam,Lineage_03,Axoo_12,NO
4041,XO2022-1220900,Vietnam,Lineage_03,Axoo_12,NO
4042,XO2022-1220901,Vietnam,Lineage_03,Axoo_12,NO
4043,XO2022-1220902,Vietnam,Lineage_03,Axoo_12,NO
4044,XO2022-1220903,Vietnam,Lineage_03,Axoo_12,NO
4045,XO2022-1220904,Vietnam,Lineage_01,Unresolved,YES
4046,XO2022-1220904,Vietnam,Lineage_03,Unresolved,YES
4047,XO2022-1220905,Vietnam,Lineage_03,Axoo_12,NO
4048,XO2022-1220906,Vietnam,Lineage_02,Axoo_06,NO
4049,XO2022-1220907,Vietnam,Lineage_02,Axoo_06,NO
4050,XO2022-1220908,Vietnam,Lineage_02,Axoo_06,NO
4051,XO2022-1220909,Vietnam,Lineage_03,Axoo_12,NO
4052,XO2022-1220910,Vietnam,Lineage_02,Axoo_06,NO
4053,XO2022-1220911,Vietnam,Lineage_02,Axoo_06,NO
4054,XO2022-1220912,Vietnam,Lineage_01,Unresolved,YES
4055,XO2022-1220912,Vietnam,Lineage_03,Unresolved,YES
4056,XO2022-1220913,Vietnam,Lineage_03,Axoo_12,NO
4057,XO2022-1220914,Vietnam,Lineage_03,Axoo_12,NO
4058,XO2022-1220915,Vietnam,Lineage_02,Axoo_06,NO
4059,XO2022-1220916,Vietnam,Lineage_03,Axoo_12,NO
4060,XO2022-1220917,Vietnam,Lineage_02,Axoo_06,NO
4061,XO2022-1220918,Vietnam,Lineage_02,Axoo_06,NO
4062,XO2022-1220919,Vietnam,Lineage_02,Axoo_06,NO
4063,XO2022-1220920,Vietnam,Lineage_02,Axoo_06,NO
4064,XO2022-1220921,Vietnam,Lineage_02,Axoo_06,NO
4065,XO2022-1220922,Vietnam,Lineage_02,Axoo_06,NO
4066,XO2022-1220923,Vietnam,Lineage_02,Axoo_06,NO
4067,XO2022-1220924,Vietnam,Lineage_02,Axoo_06,NO
4068,XO2022-1220925,Vietnam,Lineage_02,Axoo_06,NO
4069,XO2022-1220926,Vietnam,Lineage_02,Axoo_06,NO
4070,XO2022-1220927,Vietnam,Lineage_02,Axoo_06,NO
4071,XO2022-1220928,Vietnam,Lineage_02,Axoo_06,NO
4072,XO2022-1220929,Vietnam,Lineage_02,Axoo_06,NO
4073,XO2022-1220930,Vietnam,Lineage_02,Axoo_06,NO
4074,XO2022-1220931,Vietnam,Lineage_02,Axoo_06,NO
4075,XO2022-1220932,Vietnam,Lineage_02,Axoo_06,NO
4076,XO2022-1220933,Vietnam,Lineage_02,Axoo_06,NO
4077,XO2022-1220934,Vietnam,Lineage_02,Axoo_06,NO
4078,XO2022-1220935,Vietnam,Lineage_01,Unresolved,YES
4079,XO2022-1220935,Vietnam,Lineage_03,Unresolved,YES
4080,XO2022-1220936,Vietnam,Lineage_02,Axoo_06,NO
4081,XO2022-1220937,Vietnam,Lineage_02,Axoo_06,NO
4082,XO2022-1220938,Vietnam,Lineage_02,Axoo_06,NO
4083,XO2022-1220939,Vietnam,Lineage_02,Axoo_06,NO
4084,XO2022-1220940,Vietnam,Lineage_02,Axoo_06,NO
4085,XO2022-1220941,Vietnam,Lineage_02,Axoo_06,NO
4086,XO2022-1220942,Vietnam,Lineage_02,Axoo_06,NO
4087,XO2022-1220943,Vietnam,Lineage_03,Axoo_12,NO
4088,XO2022-1220944,Vietnam,Lineage_02,Axoo_06,NO
4089,XO2022-1220945,Vietnam,Lineage_02,Axoo_06,NO
4090,XO2022-1220946,Vietnam,Lineage_02,Axoo_06,NO
4091,XO2022-1220947,Vietnam,Lineage_02,Axoo_06,NO
4092,XO2022-1220948,Vietnam,Lineage_02,Axoo_06,NO
4093,XO2022-1220949,Vietnam,Lineage_02,Axoo_06,NO
4094,XO2022-1220950,Vietnam,Lineage_02,Axoo_06,NO
4095,XO2022-1220951,Vietnam,Lineage_02,Axoo_06,NO
4096,XO2022-1220953,Vietnam,Lineage_02,Axoo_06,NO
4097,XO2022-1220954,Vietnam,Lineage_02,Axoo_06,NO
4098,XO2022-1220955,Vietnam,Lineage_02,Axoo_06,NO
4099,XO2022-1220956,Vietnam,Lineage_02,Axoo_06,NO
4100,XO2022-1220957,Vietnam,Lineage_02,Axoo_06,NO
4101,XO2022-1220958,Vietnam,Lineage_02,Axoo_06,NO
4102,XO2022-1220959,Vietnam,Lineage_02,Axoo_06,NO
4103,XO2022-1220961,Philippines,Lineage_03,Axoo_11,NO
4104,XO2022-1220962,Philippines,Lineage_03,Axoo_11,NO
4105,XO2022-1220963,Philippines,NA,NA,NO
4106,XO2022-1220964,Philippines,Lineage_03,Axoo_12,NO
4107,XO2022-1220965,Philippines,NA,NA,NO
4108,XO2022-1220966,Philippines,NA,NA,NO
4109,XO2022-1220967,Philippines,Lineage_02,Axoo_06,NO
4110,XO2022-1220968,Philippines,NA,NA,NO
4111,XO2022-1220969,Philippines,Lineage_03,Axoo_12,NO
4112,XO2022-1220970,Philippines,Lineage_03,Axoo_12,NO
4113,XO2022-1220971,Philippines,Lineage_03,Axoo_12,NO
4114,XO2022-1220972,Philippines,NA,NA,NO
4115,XO2022-1220973,Philippines,Lineage_03,Axoo_11,NO
4116,XO2022-1220974,Philippines,Lineage_03,Axoo_12,YES
4117,XO2022-1220974,Philippines,Lineage_01,Unresolved,YES
4118,XO2022-1220975,Philippines,Lineage_01,Unresolved,YES
4119,XO2022-1220975,Philippines,Lineage_02,Unresolved,YES
4120,XO2022-1220976,Philippines,Lineage_01,Unresolved,YES
4121,XO2022-1220976,Philippines,Lineage_02,Unresolved,YES
4122,XO2022-1220977,Philippines,Lineage_01,Unresolved,YES
4123,XO2022-1220977,Philippines,Lineage_02,Unresolved,YES
4124,XO2022-1220978,Philippines,Lineage_01,Unresolved,YES
4125,XO2022-1220978,Philippines,Lineage_02,Unresolved,YES
4126,XO2022-1220979,Philippines,Lineage_01,Unresolved,YES
4127,XO2022-1220979,Philippines,Lineage_02,Unresolved,YES
4128,XO2022-1220980,Philippines,Lineage_01,Unresolved,YES
4129,XO2022-1220980,Philippines,Lineage_02,Unresolved,YES
4130,XO2022-1220981,Philippines,Lineage_01,Unresolved,YES
4131,XO2022-1220981,Philippines,Lineage_02,Unresolved,YES
4132,XO2022-1220982,Philippines,Lineage_01,Unresolved,YES
4133,XO2022-1220982,Philippines,Lineage_02,Unresolved,YES
4134,XO2022-1220983,Philippines,Lineage_01,Unresolved,YES
4135,XO2022-1220983,Philippines,Lineage_02,Unresolved,YES
4136,XO2022-1220984,Philippines,Lineage_01,Unresolved,YES
4137,XO2022-1220984,Philippines,Lineage_02,Unresolved,YES
4138,XO2022-1220985,Philippines,Lineage_01,Unresolved,YES
4139,XO2022-1220985,Philippines,Lineage_02,Unresolved,YES
4140,XO2022-1220986,Philippines,Lineage_01,Unresolved,YES
4141,XO2022-1220986,Philippines,Lineage_02,Unresolved,YES
4142,XO2022-1220987,Philippines,Lineage_01,Unresolved,YES
4143,XO2022-1220987,Philippines,Lineage_02,Unresolved,YES
4144,XO2022-1220988,Philippines,Lineage_01,Unresolved,YES
4145,XO2022-1220988,Philippines,Lineage_02,Unresolved,YES
4146,XO2022-1220989,Philippines,Lineage_01,Unresolved,YES
4147,XO2022-1220989,Philippines,Lineage_02,Unresolved,YES
4148,XO2022-1220990,Philippines,Lineage_01,Unresolved,YES
4149,XO2022-1220990,Philippines,Lineage_02,Unresolved,YES
4150,XO2022-1220991,Philippines,Lineage_01,Unresolved,YES
4151,XO2022-1220991,Philippines,Lineage_02,Unresolved,YES
4152,XO2022-1220992,Philippines,Lineage_01,Unresolved,YES
4153,XO2022-1220992,Philippines,Lineage_02,Unresolved,YES
4154,XO2022-1220993,Philippines,Lineage_01,Unresolved,YES
4155,XO2022-1220993,Philippines,Lineage_02,Unresolved,YES
4156,XO2022-1220994,Philippines,Lineage_01,Unresolved,YES
4157,XO2022-1220994,Philippines,Lineage_02,Unresolved,YES
4158,XO2022-1220995,Philippines,Lineage_01,Unresolved,YES
4159,XO2022-1220995,Philippines,Lineage_02,Unresolved,YES
4160,XO2022-1220996,Philippines,Lineage_01,Unresolved,YES
4161,XO2022-1220996,Philippines,Lineage_02,Unresolved,YES
4162,XO2022-1220997,Philippines,Lineage_01,Unresolved,YES
