id,databasecode,samplecode,isolatename,district,province,country,latitude,longitude,year,ricevarsource,ricegrowthstage,percdiseasedleaf,institute,sampletype,runcode,lineage,AxooPopn
1,XO2020-1-25,RO_2019_25,RUACXO-180008,Peam Ror,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,NA,NA
2,XO2020-1-27,RO_2019_27,RUACXO-180009,Peam Ror,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,NA,NA
3,XO2020-1-35,RO_2019_35,RUACXO-180013,Bati,Takeo,Cambodia,10.935392,104.789883,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,NA,NA
4,XO2020-1-36,RO_2019_36,RUACXO-180013,Bati,Takeo,Cambodia,10.935392,104.789883,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,L2_Unresolved
5,XO2020-1-38,RO_2019_38,RUACXO-180016,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,L2_Unresolved
6,XO2020-1-46,RO_2019_46,RUACXO-180024,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,NA,NA
7,XO2020-1-49,RO_2019_49,RUACXO-180027,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,NA,NA
8,XO2020-1-175,RO_2019_175,Epi19-NSIC Rc216,Los Banos,Laguna,Philippines,14.169648,121.333653,2019,NSIC Rc216,Ripening,EPI19,International Rice Research Institute,Leaf,XO2020-1,Lineage_02,Axoo_05
9,XO2020-1-5,RO_2019_5,CT2-1,Chau Thanh A,Hau Giang,Vietnam,9.798506,105.637952,2018,OM5451,NA,NA,Cuu Long Delta Rice Research Institute,Leaf-FTA,XO2020-1,Lineage_01,Axoo_01
10,XO2020-1-9,RO_2019_9,CT3-1,Chau Thanh A,Hau Giang,Vietnam,9.798506,105.637952,2018,OM5451,NA,NA,Cuu Long Delta Rice Research Institute,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
11,XO2020-1-16,RO_2019_16,VT1-4,Vi Thuy,Hau Giang,Vietnam,9.798506,105.637952,2018,ST24,NA,NA,Cuu Long Delta Rice Research Institute,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
12,XO2020-1-26,RO_2019_26,RUACXO-180008,Peam Ror,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
13,XO2020-1-28,RO_2019_28,RUACXO-180009,Peam Ror,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
14,XO2020-1-29,RO_2019_29,RUACXO-180010,Peam Ror,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
15,XO2020-1-30,RO_2019_30,RUACXO-180010,Peam Ror,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
16,XO2020-1-31,RO_2019_31,RUACXO-180011,Bati,Takeo,Cambodia,10.935392,104.789883,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
17,XO2020-1-32,RO_2019_32,RUACXO-180015,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_07
18,XO2020-1-33,RO_2019_33,RUACXO-180012,Bati,Takeo,Cambodia,10.935392,104.789883,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_01,L1_Unresolved
19,XO2020-1-34,RO_2019_34,RUACXO-180012,Bati,Takeo,Cambodia,10.935392,104.789883,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
20,XO2020-1-39,RO_2019_39,RUACXO-180017,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
21,XO2020-1-40,RO_2019_40,RUACXO-180018,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_01,L1_Unresolved
22,XO2020-1-41,RO_2019_41,RUACXO-180018,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
23,XO2020-1-42,RO_2019_42,RUACXO-180021,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
24,XO2020-1-43,RO_2019_43,RUACXO-180019,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_07
25,XO2020-1-44,RO_2019_44,RUACXO-180022,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
26,XO2020-1-47,RO_2019_47,RUACXO-180025,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_01,L1_Unresolved
27,XO2020-1-48,RO_2019_48,RUACXO-180026,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_01,L1_Unresolved
28,XO2020-1-50,RO_2019_50,RUACXO-180028,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Xoc,Xoc
29,XO2020-1-51,RO_2019_51,RUACXO-180028,Baphnom,Prey Veng,Cambodia,11.36596,105.455728,2018,NA,NA,NA,Royal University of Agriculture,Leaf-FTA,XO2020-1,Lineage_02,Axoo_05
30,XO2020-1-52,RO_2019_52,BLS1873,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
31,XO2020-1-53,RO_2019_53,BLS1894,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
32,XO2020-1-54,RO_2019_54,BLS1897,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
33,XO2020-1-55,RO_2019_55,BLS1913,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
34,XO2020-1-56,RO_2019_56,BLS1991,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
35,XO2020-1-57,RO_2019_57,BLS2136,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
36,XO2020-1-58,RO_2019_58,BLS2052,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
37,XO2020-1-59,RO_2019_59,BLS2145,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
38,XO2020-1-60,RO_2019_60,BLS2300,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
39,XO2020-1-61,RO_2019_61,BLS2389,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
40,XO2020-1-62,RO_2019_62,BLS2427,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
41,XO2020-1-63,RO_2019_63,BLS2459,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
42,XO2020-1-64,RO_2019_64,BLS2468,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
43,XO2020-1-65,RO_2019_65,BLS2471,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
44,XO2020-1-66,RO_2019_66,BLS1811,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
45,XO2020-1-67,RO_2019_67,BLS1847,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
46,XO2020-1-68,RO_2019_68,BLS1850,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
47,XO2020-1-69,RO_2019_69,BLS1854,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
48,XO2020-1-70,RO_2019_70,BLS2082,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
49,XO2020-1-71,RO_2019_71,BLS2027,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
50,XO2020-1-72,RO_2019_72,BLS1890,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
51,XO2020-1-73,RO_2019_73,BLS1885,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
52,XO2020-1-74,RO_2019_74,BLS1511,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
53,XO2020-1-75,RO_2019_75,BLS1656,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
54,XO2020-1-76,RO_2019_76,BLS1500,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
55,XO2020-1-77,RO_2019_77,BLS1619,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
56,XO2020-1-78,RO_2019_78,BLS1468,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
57,XO2020-1-79,RO_2019_79,BLS1880,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
58,XO2020-1-80,RO_2019_80,BLS1750,Los Banos,Laguna,Philippines,14.169648,121.333653,2013,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_07
59,XO2020-1-82,RO_2019_82,PXO86,Los Banos,Laguna,Philippines,14.169648,121.333653,1977,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,NA,NA
60,XO2020-1-84,RO_2019_84,PXO112,NA,NULL,Philippines,14.574348,121.058501,1978,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,NA,NA
61,XO2020-1-85,RO_2019_85,PXO79,NA,NULL,Philippines,14.574348,121.058501,1975,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,NA,NA
62,XO2020-1-86,RO_2019_86,PXO99,Los Banos,Laguna,Philippines,14.169648,121.333653,1980,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,Lineage_02,Axoo_06
63,XO2020-1-87,RO_2019_87,PXO145,NA,NULL,Philippines,14.574348,121.058501,1982,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,NA,NA
64,XO2020-1-91,RO_2019_91,PXO280,Namulditan,Ifugao,Philippines,16.87,121.22,1990,NA,NA,NA,International Rice Research Institute,DNA,XO2020-1,NA,NA
65,XO2020-1-95,RO_2019_95,Epi1-Weed,Los Banos,Laguna,Philippines,14.169648,121.333653,2019,Weed,NA,EPI1,International Rice Research Institute,Leaf,XO2020-1,Lineage_02,Axoo_05
66,XO2020-1-96,RO_2019_96,Epi2-Weed,Los Banos,Laguna,Philippines,14.169648,121.333653,2019,Weed,NA,EPI2,International Rice Research Institute,Leaf,XO2020-1,Lineage_02,Axoo_05
67,XO2020-1-97,RO_2019_97,Epi3-Weed,Los Banos,Laguna,Philippines,14.169648,121.333653,2019,Weed,NA,EPI3,International Rice Research Institute,Leaf,XO2020-1,Lineage_02,Axoo_05
68,XO2020-1-98,RO_2019_98,Epi4-Weed,Los Banos,Laguna,Philippines,14.169648,121.333653,2019,Weed,NA,EPI4,International Rice Research Institute,Leaf,XO2020-1,Lineage_02,Axoo_06
